Order Number,Delivery Distance (miles),Order Size,Order Type,Total Dollars,Store Location,Delivered On Time,Test Phase,Predicted Delivered On Time
26438,9.862485725021102,4,Online,49.38,Store A,No,Post-Test,Yes
26439,8.047357725181671,9,Online,30.36,Store C,No,Post-Test,No
26440,8.072361102183905,3,Phone,75.87,Store C,No,Post-Test,Yes
26441,7.291393702839129,3,Online,78.96,Store C,No,Post-Test,No
26442,2.708776478006458,9,Online,86.83,Store A,No,Post-Test,Yes
26443,2.410403053419599,2,Phone,87.89,Store A,Yes,Post-Test,Yes
26444,2.649990691810777,7,In-person,41.7,Store C,No,Post-Test,No
26445,5.391501053418379,5,Online,91.3,Store A,Yes,Post-Test,No
26446,1.777665300538128,9,Phone,47.9,Store B,No,Post-Test,Yes
26447,7.298760255094065,9,In-person,93.45,Store C,No,Post-Test,Yes
26448,8.05170690725677,3,Phone,68.73,Store A,No,Post-Test,Yes
26449,7.973737766719855,9,In-person,80.94,Store B,No,Post-Test,No
26450,9.999390094990309,5,Online,91.64,Store A,No,Post-Test,Yes
26451,8.932592576644597,2,In-person,19.29,Store C,No,Post-Test,No
26452,8.595767396693507,1,Phone,45.59,Store B,No,Post-Test,Yes
26453,0.7338166303887936,5,Phone,94.76,Store C,Yes,Post-Test,Yes
26454,7.1543570917707955,7,Online,55.13,Store A,No,Post-Test,No
26455,6.142663142153114,8,In-person,80.41,Store B,No,Post-Test,Yes
26456,7.236189059003795,2,Online,93.38,Store A,No,Post-Test,Yes
26457,2.3108709509159766,4,In-person,79.41,Store B,No,Post-Test,Yes
26458,4.965618359002002,5,Phone,37.5,Store A,No,Post-Test,No
26459,1.605926145670853,9,Online,63.95,Store A,No,Post-Test,No
26460,9.668803149995776,2,Online,23.27,Store C,No,Post-Test,No
26461,0.9195872417040737,1,Phone,36.48,Store A,No,Post-Test,No
26462,9.401796066724751,4,In-person,20.02,Store B,No,Post-Test,No
26463,1.903083560752376,7,Phone,69.97,Store B,No,Post-Test,Yes
26464,1.5334586373031478,8,Online,27.81,Store B,No,Post-Test,No
26465,8.314726607240956,3,Phone,23.3,Store C,No,Post-Test,No
26466,6.6747334852473195,7,Online,82.18,Store A,No,Post-Test,No
26467,2.9679143813732725,2,Online,55.96,Store C,No,Post-Test,Yes
26468,1.9379565619649486,8,In-person,76.16,Store C,No,Post-Test,No
26469,1.2292737984392685,6,Online,52.5,Store A,No,Post-Test,Yes
26470,7.334497357416852,6,In-person,43.13,Store B,No,Post-Test,No
26471,2.105609107715863,8,Phone,64.74,Store A,No,Post-Test,No
26472,4.66506499476462,9,In-person,90.47,Store C,No,Post-Test,Yes
26473,9.275702651554933,8,Online,74.89,Store B,No,Post-Test,No
26474,7.816516103691847,7,Online,56.84,Store B,No,Post-Test,No
26475,5.6814369459255465,9,In-person,27.32,Store C,No,Post-Test,Yes
26476,7.056376306410507,3,Online,28.4,Store B,No,Post-Test,Yes
26477,6.980709501990396,1,Phone,92.63,Store C,Yes,Post-Test,Yes
26478,7.018755067471796,4,Phone,40.0,Store A,No,Post-Test,Yes
26479,7.922676015721979,5,Online,86.19,Store B,No,Post-Test,Yes
26480,9.251267242612679,5,Phone,89.89,Store A,No,Post-Test,Yes
26481,9.207613454100294,7,Phone,67.47,Store C,No,Post-Test,Yes
26482,2.001404386684258,1,Phone,45.0,Store A,Yes,Post-Test,Yes
26483,7.058160067557531,1,Phone,59.2,Store B,No,Post-Test,No
26484,8.176238527611808,4,Phone,13.38,Store C,No,Post-Test,No
26485,2.75713156007395,6,Online,10.14,Store A,No,Post-Test,No
26486,9.885168176339132,2,Phone,38.99,Store B,No,Post-Test,Yes
26487,0.5741271329011888,6,Online,72.42,Store C,No,Post-Test,No
26488,7.485802743450691,5,Online,69.5,Store C,No,Post-Test,Yes
26489,6.090503992116566,2,Online,33.72,Store A,Yes,Post-Test,Yes
26490,1.190452414519064,2,Online,93.31,Store A,No,Post-Test,No
26491,4.096056186676046,8,Online,41.99,Store C,No,Post-Test,No
26492,3.6302315061014903,9,In-person,53.78,Store C,No,Post-Test,No
26493,0.6600729031170139,3,Phone,47.55,Store A,Yes,Post-Test,Yes
26494,6.34677047521591,3,Online,17.71,Store A,No,Post-Test,No
26495,2.381428583575026,3,Online,74.28,Store B,No,Post-Test,No
26496,5.182398982682447,5,Phone,90.95,Store C,Yes,Post-Test,Yes
26497,9.415343417596727,9,Phone,32.62,Store C,No,Post-Test,No
26498,3.368999695578796,8,Phone,44.5,Store A,No,Post-Test,Yes
26499,1.695948439177321,7,Online,31.45,Store A,No,Post-Test,Yes
26500,1.239664980073084,7,In-person,68.73,Store B,No,Post-Test,Yes
26501,2.5009139782409915,7,Phone,95.79,Store A,No,Post-Test,Yes
26502,8.666832228200358,9,Phone,33.87,Store C,No,Post-Test,Yes
26503,9.385344489868793,5,Online,57.46,Store B,No,Post-Test,Yes
26504,2.2436192867941616,5,In-person,94.34,Store B,No,Post-Test,No
26505,8.95168867680949,8,Phone,11.68,Store B,No,Post-Test,No
26506,9.212571714150616,5,Phone,57.24,Store C,No,Post-Test,Yes
26507,6.5827438725138485,2,Phone,71.11,Store B,No,Post-Test,No
26508,4.6225352059872105,1,In-person,92.92,Store B,No,Post-Test,No
26509,5.263171878384709,4,Phone,86.59,Store C,Yes,Post-Test,Yes
26510,0.9678880843452734,8,Phone,72.89,Store A,No,Post-Test,Yes
26511,4.580593816606643,8,In-person,92.49,Store A,No,Post-Test,No
26512,7.463976776648054,7,In-person,18.58,Store C,No,Post-Test,Yes
26513,7.001403634354378,6,Phone,80.55,Store C,No,Post-Test,Yes
26514,0.9081257440744054,3,Phone,70.65,Store A,Yes,Post-Test,No
26515,4.263772661179807,8,Online,82.01,Store B,No,Post-Test,No
26516,9.492999744611337,3,In-person,32.71,Store B,No,Post-Test,No
26517,9.19423888464286,1,In-person,87.14,Store A,No,Post-Test,Yes
26518,3.4286422609885965,8,In-person,87.23,Store A,No,Post-Test,No
26519,5.682135450494298,2,Online,10.42,Store B,No,Post-Test,No
26520,7.243300425539194,6,Phone,37.99,Store A,No,Post-Test,No
26521,0.8150604373447456,9,In-person,37.28,Store A,No,Post-Test,Yes
26522,3.0220395823343282,6,Online,64.61,Store B,No,Post-Test,No
26523,6.529247556402673,4,Online,88.26,Store C,No,Post-Test,No
26524,7.843280421212586,8,In-person,11.37,Store B,No,Post-Test,Yes
26525,2.073042175752966,1,Phone,30.85,Store A,No,Post-Test,No
26526,4.026045570918534,4,Online,54.5,Store C,No,Post-Test,No
26527,1.446821030282413,6,Phone,99.24,Store B,No,Post-Test,Yes
26528,1.96916026881467,4,Online,16.08,Store B,Yes,Post-Test,Yes
26529,1.649333901772163,3,Online,83.91,Store A,Yes,Post-Test,Yes
26530,8.906777623725695,6,Online,43.55,Store A,No,Post-Test,Yes
26531,5.654510332617483,8,Phone,79.04,Store A,No,Post-Test,Yes
26532,0.6301107092599663,6,In-person,48.18,Store B,No,Post-Test,No
26533,3.369383663665267,1,Phone,34.53,Store B,No,Post-Test,Yes
26534,0.534612450450709,3,Online,48.63,Store A,Yes,Post-Test,Yes
26535,4.882237245257748,8,Online,49.1,Store B,No,Post-Test,Yes
26536,5.2738358689103615,1,In-person,83.14,Store C,No,Post-Test,No
26537,5.062610321341774,8,Phone,79.6,Store C,No,Post-Test,Yes
26538,6.371341361691751,7,In-person,16.36,Store A,No,Post-Test,No
26539,7.1920643433831595,6,In-person,82.82,Store C,No,Post-Test,Yes
26540,6.6265241447012135,1,Online,25.6,Store B,Yes,Post-Test,Yes
26541,9.684694698208439,9,Online,11.06,Store A,No,Post-Test,No
26542,9.734728034869722,9,Online,27.42,Store A,No,Post-Test,No
26543,2.4817841397193687,4,Phone,18.57,Store A,Yes,Post-Test,No
26544,1.3884096765061282,1,In-person,37.79,Store B,Yes,Post-Test,No
26545,5.2592515679418215,5,Phone,92.82,Store C,No,Post-Test,Yes
26546,7.385000767780466,5,Online,57.56,Store A,No,Post-Test,Yes
26547,9.773778582384145,5,Phone,19.38,Store B,No,Post-Test,No
26548,4.723910076079668,4,Phone,78.76,Store C,No,Post-Test,No
26549,1.8786516433519393,1,Phone,62.68,Store A,Yes,Post-Test,No
26550,5.395817239254271,1,Phone,13.97,Store A,No,Post-Test,Yes
26551,3.601118617524078,3,In-person,58.26,Store B,Yes,Post-Test,No
26552,3.7259869876529814,7,In-person,72.83,Store A,No,Post-Test,Yes
26553,5.000440837907606,7,Online,27.8,Store C,No,Post-Test,Yes
26554,1.8187681045596737,6,Phone,98.68,Store A,No,Post-Test,Yes
26555,1.1546422067990787,4,Online,77.71,Store B,Yes,Post-Test,Yes
26556,6.213864641448227,5,In-person,22.02,Store B,No,Post-Test,No
26557,3.1956791963370876,8,Online,48.31,Store C,No,Post-Test,No
26558,7.320132148470547,1,In-person,51.21,Store C,No,Post-Test,No
26559,6.9061344099901225,4,Online,59.74,Store A,Yes,Post-Test,Yes
26560,7.924325205281831,6,Online,16.25,Store A,No,Post-Test,Yes
26561,0.993014650658839,8,Phone,23.95,Store A,No,Post-Test,Yes
26562,1.0851782585958714,7,Phone,85.83,Store B,No,Post-Test,Yes
26563,0.650920935807853,1,Phone,35.57,Store C,Yes,Post-Test,Yes
26564,4.8400972039316175,6,In-person,98.23,Store A,No,Post-Test,No
26565,1.9114488936299452,1,Phone,25.65,Store C,No,Post-Test,No
26566,8.367420358116519,6,Phone,17.87,Store C,No,Post-Test,Yes
26567,6.069575026005033,5,Online,10.35,Store B,No,Post-Test,No
26568,2.8327942535856496,1,Online,72.91,Store A,Yes,Post-Test,Yes
26569,6.661645950134881,1,In-person,73.57,Store C,No,Post-Test,No
26570,9.958803119831252,4,In-person,10.62,Store B,No,Post-Test,No
26571,3.4844117255248794,6,Phone,60.99,Store B,No,Post-Test,Yes
26572,0.6813105618969308,6,Phone,93.08,Store A,No,Post-Test,Yes
26573,3.0111406251053587,9,Online,24.76,Store C,No,Post-Test,No
26574,0.7542191446825992,4,In-person,36.88,Store A,No,Post-Test,Yes
26575,6.6443261265194895,8,Phone,10.37,Store C,No,Post-Test,No
26576,8.036464331773335,6,Phone,98.28,Store C,No,Post-Test,Yes
26577,8.782697735391352,9,Online,28.86,Store B,No,Post-Test,Yes
26578,8.428391321202064,7,Phone,14.58,Store A,No,Post-Test,No
26579,9.271617799984783,4,Phone,48.15,Store A,No,Post-Test,Yes
26580,7.532831584328102,7,In-person,13.91,Store B,No,Post-Test,No
26581,0.5170253554933189,8,In-person,26.94,Store B,No,Post-Test,Yes
26582,7.02787829126697,3,Online,40.13,Store B,No,Post-Test,Yes
26583,6.53658440569175,2,Phone,49.19,Store C,No,Post-Test,Yes
26584,2.770043832625685,8,Online,44.91,Store B,No,Post-Test,No
26585,9.908189609488756,4,Phone,38.53,Store B,No,Post-Test,No
26586,6.046146749510479,1,Phone,42.92,Store C,Yes,Post-Test,Yes
26587,4.169912309843035,2,Online,77.13,Store A,No,Post-Test,Yes
26588,3.8470496115439885,7,In-person,98.84,Store C,No,Post-Test,No
26589,6.823321296814774,5,Phone,25.09,Store C,No,Post-Test,Yes
26590,5.157425256094913,7,In-person,74.58,Store C,No,Post-Test,No
26591,7.675156131500303,3,Phone,75.13,Store C,No,Post-Test,No
26592,1.102840654245198,4,Phone,71.76,Store A,No,Post-Test,No
26593,3.0401461663158904,3,In-person,52.31,Store A,Yes,Post-Test,Yes
26594,2.0046604298334816,8,Phone,11.02,Store B,No,Post-Test,Yes
26595,1.2150195742621865,1,Phone,33.15,Store A,No,Post-Test,No
26596,2.0576088019730876,5,Phone,16.01,Store B,No,Post-Test,Yes
26597,7.261436837056477,4,Phone,67.2,Store B,No,Post-Test,No
26598,3.336487990525317,8,In-person,79.13,Store A,No,Post-Test,No
26599,1.0410419443002363,9,Phone,41.36,Store A,No,Post-Test,No
26600,3.0225054721758307,1,In-person,46.87,Store A,No,Post-Test,Yes
26601,7.337110652935284,3,Phone,40.05,Store C,No,Post-Test,Yes
26602,3.7334741956533923,7,In-person,65.02,Store A,No,Post-Test,No
26603,9.76910554667931,7,In-person,26.21,Store C,No,Post-Test,No
26604,1.9549893496838746,3,In-person,99.98,Store C,No,Post-Test,Yes
26605,8.015314830133882,6,In-person,30.78,Store C,No,Post-Test,No
26606,7.793671116539626,6,Phone,38.59,Store C,No,Post-Test,Yes
26607,3.1263687969691367,5,In-person,71.29,Store B,No,Post-Test,No
26608,6.605748891326572,3,Phone,59.86,Store A,No,Post-Test,Yes
26609,4.227753693696444,8,In-person,65.67,Store A,No,Post-Test,No
26610,4.2614454050583985,8,Phone,99.2,Store A,No,Post-Test,Yes
26611,1.271539810456458,3,In-person,30.08,Store A,No,Post-Test,No
26612,0.778954458453559,1,Online,40.02,Store A,No,Post-Test,No
26613,4.767522914582961,3,Phone,38.81,Store C,Yes,Post-Test,Yes
26614,5.494116685360906,4,In-person,83.64,Store B,Yes,Post-Test,Yes
26615,6.541078600298731,2,Online,48.23,Store B,Yes,Post-Test,Yes
26616,5.143078897982779,9,In-person,61.37,Store A,No,Post-Test,No
26617,6.679467230931694,4,Online,14.02,Store A,Yes,Post-Test,Yes
26618,1.9310727361241533,7,In-person,81.81,Store C,No,Post-Test,Yes
26619,2.9954965999230825,7,Online,34.48,Store B,No,Post-Test,Yes
26620,3.3848812952750116,7,Online,35.7,Store A,No,Post-Test,Yes
26621,1.066593421239758,7,Phone,52.81,Store C,No,Post-Test,Yes
26622,5.375477807516112,6,Phone,10.98,Store C,No,Post-Test,Yes
26623,4.254902258503778,6,Online,19.69,Store A,No,Post-Test,Yes
26624,3.9932470538871865,3,Phone,81.38,Store A,No,Post-Test,No
26625,1.2126735804802777,8,Phone,96.41,Store C,No,Post-Test,Yes
26626,1.830633084599551,8,Phone,78.21,Store A,No,Post-Test,Yes
26627,1.083426606698557,7,In-person,10.64,Store C,No,Post-Test,Yes
26628,7.4947632098669095,1,In-person,55.75,Store B,No,Post-Test,Yes
26629,7.262828114152146,9,Online,76.87,Store A,No,Post-Test,Yes
26630,1.0767492479654404,2,Online,62.22,Store B,No,Post-Test,No
26631,2.032837892521443,9,Online,86.6,Store B,No,Post-Test,Yes
26632,5.632742557951712,9,Phone,27.62,Store B,No,Post-Test,No
26633,6.36205184439694,1,Online,95.56,Store A,No,Post-Test,No
26634,4.035461731473092,5,Online,87.55,Store C,Yes,Post-Test,Yes
26635,4.836748483494756,4,In-person,92.45,Store B,Yes,Post-Test,Yes
26636,9.845734917247345,7,Online,22.37,Store A,No,Post-Test,No
26637,3.8312507623265395,6,In-person,57.34,Store C,No,Post-Test,No
26638,3.111903781701631,9,Phone,36.82,Store B,No,Post-Test,Yes
26639,6.269009125103585,1,In-person,63.55,Store B,Yes,Post-Test,No
26640,4.166822301806529,4,Phone,66.75,Store C,Yes,Post-Test,Yes
26641,4.392223500818818,4,Phone,35.69,Store C,No,Post-Test,No
26642,8.901671860089094,2,Online,62.49,Store C,No,Post-Test,No
26643,7.219359341516311,8,Online,87.79,Store A,No,Post-Test,No
26644,4.665134118948828,5,Online,91.73,Store C,No,Post-Test,No
26645,4.366097405603005,2,Online,66.51,Store A,Yes,Post-Test,Yes
26646,4.232800033599888,9,Online,64.12,Store A,No,Post-Test,Yes
26647,9.85651042947489,7,Online,67.75,Store C,No,Post-Test,Yes
26648,5.891540423947707,3,Phone,57.38,Store B,Yes,Post-Test,Yes
26649,8.12852607263417,5,In-person,55.5,Store B,No,Post-Test,Yes
26650,3.239633380204074,9,Phone,43.09,Store A,No,Post-Test,No
26651,7.26012810489852,5,In-person,45.64,Store B,No,Post-Test,No
26652,7.147031077578342,9,Phone,25.26,Store A,No,Post-Test,Yes
26653,9.90463300165053,3,Phone,15.13,Store B,No,Post-Test,Yes
26654,3.4568158979055923,8,In-person,65.19,Store A,No,Post-Test,Yes
26655,5.416685029415284,7,Phone,45.53,Store A,No,Post-Test,No
26656,5.245921963979076,4,Online,54.3,Store B,No,Post-Test,Yes
26657,8.844856360038943,1,In-person,65.28,Store A,No,Post-Test,Yes
26658,3.014327607103918,2,Online,58.93,Store C,Yes,Post-Test,Yes
26659,4.152279157547973,7,Phone,48.19,Store C,No,Post-Test,No
26660,9.515882790470327,6,In-person,78.25,Store B,No,Post-Test,No
26661,1.5805174444825092,3,In-person,29.05,Store C,Yes,Post-Test,No
26662,2.3449405848415927,3,In-person,17.04,Store C,Yes,Post-Test,Yes
26663,4.683898134898952,5,Phone,77.45,Store A,Yes,Post-Test,Yes
26664,4.664115986550689,6,Online,22.38,Store B,No,Post-Test,Yes
26665,5.526440782083096,4,Online,97.32,Store B,Yes,Post-Test,No
26666,4.390700973818152,6,Phone,37.14,Store B,No,Post-Test,No
26667,5.572503468921335,3,Online,60.48,Store B,No,Post-Test,Yes
26668,8.141718369050086,3,Online,56.31,Store B,No,Post-Test,No
26669,4.790375085498466,9,Phone,47.33,Store A,No,Post-Test,Yes
26670,1.0732971462284064,7,Phone,64.62,Store B,No,Post-Test,Yes
26671,9.81306543939465,4,Phone,89.14,Store B,No,Post-Test,No
26672,9.478199105523538,3,Online,67.7,Store B,No,Post-Test,Yes
26673,3.0223211039394804,7,Online,13.6,Store B,No,Post-Test,No
26674,1.8598667488387455,8,In-person,50.43,Store C,No,Post-Test,No
26675,3.5185321149700286,9,Online,12.31,Store C,No,Post-Test,No
26676,7.341039447332994,6,In-person,88.21,Store C,No,Post-Test,No
26677,9.057429883832954,7,Online,85.45,Store C,No,Post-Test,No
26678,0.8099635675432666,5,In-person,52.24,Store B,No,Post-Test,Yes
26679,9.480646928992728,3,In-person,98.28,Store A,No,Post-Test,Yes
26680,0.7917111844774691,1,Phone,74.44,Store C,No,Post-Test,No
26681,9.14635918947388,9,In-person,36.91,Store A,No,Post-Test,Yes
26682,5.7166763673991055,1,In-person,11.43,Store C,Yes,Post-Test,No
26683,2.1546500351907145,5,In-person,76.35,Store B,Yes,Post-Test,Yes
26684,8.437045211551482,6,In-person,27.12,Store A,No,Post-Test,No
26685,7.054089314067945,6,In-person,97.96,Store B,No,Post-Test,No
26686,9.682107865347833,1,Phone,63.2,Store B,No,Post-Test,No
26687,3.6405830444034373,4,In-person,43.17,Store C,No,Post-Test,No
26688,2.029128875664144,9,In-person,20.09,Store A,No,Post-Test,No
26689,9.835131825331786,6,In-person,72.2,Store A,No,Post-Test,Yes
26690,8.694337847262837,7,Phone,19.99,Store B,No,Post-Test,No
26691,7.78635638877983,5,Phone,50.41,Store C,No,Post-Test,Yes
26692,4.604061682432371,1,Online,94.05,Store B,No,Post-Test,No
26693,6.354051115195429,4,Online,82.06,Store B,Yes,Post-Test,No
26694,3.023049211394189,8,Online,73.44,Store C,No,Post-Test,No
26695,0.8890912485802402,1,In-person,26.99,Store C,No,Post-Test,No
26696,4.207165501096301,2,In-person,56.96,Store A,Yes,Post-Test,Yes
26697,8.965201642016554,1,In-person,97.62,Store B,No,Post-Test,Yes
26698,5.248229492189958,3,Online,61.46,Store A,No,Post-Test,Yes
26699,0.5109022333961787,6,In-person,17.25,Store A,No,Post-Test,Yes
26700,1.3763966745401817,1,In-person,56.91,Store C,No,Post-Test,Yes
26701,7.6349598008639,5,In-person,26.4,Store A,No,Post-Test,No
26702,7.375976426543635,4,In-person,14.72,Store A,No,Post-Test,No
26703,4.988133331572274,5,Phone,91.58,Store B,Yes,Post-Test,No
26704,9.572947223572317,1,Online,63.8,Store C,No,Post-Test,Yes
26705,6.455989777698576,5,Online,24.3,Store A,No,Post-Test,Yes
26706,5.130721349688463,2,Phone,27.99,Store A,No,Post-Test,No
26707,9.740524471684408,7,In-person,24.64,Store B,No,Post-Test,Yes
26708,1.2081727395941189,8,In-person,72.66,Store A,No,Post-Test,No
26709,5.711610178232251,1,In-person,69.37,Store C,Yes,Post-Test,Yes
26710,8.468394077636734,3,Online,18.76,Store B,No,Post-Test,No
26711,8.922207058897305,2,Phone,52.21,Store C,No,Post-Test,Yes
26712,3.1753159925129273,3,Phone,34.11,Store A,No,Post-Test,Yes
26713,8.682079093409959,7,Phone,23.98,Store C,No,Post-Test,No
26714,1.9312670497371092,7,In-person,47.94,Store B,No,Post-Test,Yes
26715,7.821524275040298,4,In-person,59.04,Store A,No,Post-Test,No
26716,4.183322370227275,3,In-person,11.39,Store B,Yes,Post-Test,Yes
26717,6.7653371287350685,3,Online,50.89,Store B,Yes,Post-Test,No
26718,5.712917444713578,2,Online,62.45,Store C,No,Post-Test,Yes
26719,3.907808136522943,9,Online,65.71,Store A,No,Post-Test,Yes
26720,5.196055794179701,2,In-person,29.81,Store A,Yes,Post-Test,No
26721,7.120747180006776,2,In-person,21.56,Store B,No,Post-Test,No
26722,8.340402149055715,7,In-person,94.0,Store C,No,Post-Test,Yes
26723,9.125751846645706,1,Online,91.38,Store B,No,Post-Test,No
26724,4.074913287702385,8,In-person,29.54,Store B,No,Post-Test,No
26725,1.4954295991730606,8,In-person,75.46,Store A,No,Post-Test,No
26726,6.034722664759221,1,Online,57.62,Store C,Yes,Post-Test,No
26727,2.2557464384440085,7,Phone,77.03,Store A,No,Post-Test,No
26728,8.477412117362906,5,Phone,81.1,Store A,No,Post-Test,Yes
26729,8.322416744362508,8,In-person,51.57,Store A,No,Post-Test,Yes
26730,3.740108704490028,3,Online,92.78,Store C,Yes,Post-Test,Yes
26731,0.7832141793978384,7,Phone,57.89,Store B,No,Post-Test,Yes
26732,6.029568441388052,1,Phone,20.68,Store C,Yes,Post-Test,Yes
26733,9.220737530675727,7,Phone,78.32,Store C,No,Post-Test,No
26734,1.1481584600358214,2,Phone,82.08,Store B,No,Post-Test,No
26735,6.736149353097118,1,In-person,90.79,Store C,No,Post-Test,Yes
26736,9.762602182340997,6,Online,92.29,Store C,No,Post-Test,No
26737,7.853293235779921,6,Phone,66.65,Store C,No,Post-Test,No
26738,6.33548872023043,3,Phone,21.21,Store A,Yes,Post-Test,Yes
26739,8.3461426547448,4,Phone,56.58,Store C,No,Post-Test,Yes
26740,2.1551431457498325,4,Phone,47.39,Store C,No,Post-Test,Yes
26741,8.733386553680306,6,Online,81.75,Store A,No,Post-Test,Yes
26742,9.602012041639487,1,Online,29.98,Store C,No,Post-Test,Yes
26743,8.993639413321779,2,Online,22.66,Store A,No,Post-Test,No
26744,1.446554152298102,9,Phone,42.37,Store B,No,Post-Test,Yes
26745,1.6163394980982853,9,Online,18.67,Store B,No,Post-Test,Yes
26746,9.430424220028204,3,Phone,37.5,Store A,No,Post-Test,No
26747,6.139013406751482,4,Phone,72.71,Store A,No,Post-Test,No
26748,3.077632096612951,5,Online,63.84,Store A,No,Post-Test,No
26749,7.938832894579034,1,Phone,24.77,Store C,No,Post-Test,Yes
26750,1.8172321835184095,4,Online,50.66,Store A,Yes,Post-Test,No
26751,2.9504924814000546,4,In-person,32.67,Store C,No,Post-Test,Yes
26752,7.299507374112027,5,Phone,47.37,Store C,No,Post-Test,No
26753,0.8243055560774581,9,Phone,35.65,Store A,No,Post-Test,Yes
26754,3.700269048590356,6,Online,14.66,Store A,No,Post-Test,No
26755,1.711845523610895,5,Phone,73.97,Store C,Yes,Post-Test,Yes
26756,3.3956116077147263,6,In-person,63.8,Store C,No,Post-Test,Yes
26757,8.989034949004882,7,Phone,70.93,Store B,No,Post-Test,Yes
26758,5.244618732631794,6,In-person,74.6,Store B,No,Post-Test,No
26759,1.2989617510779439,3,Online,73.42,Store B,No,Post-Test,No
26760,2.2111884546576945,8,Online,94.47,Store B,No,Post-Test,Yes
26761,7.834496490761614,9,In-person,85.39,Store A,No,Post-Test,No
26762,1.5731679286703795,7,In-person,60.78,Store C,No,Post-Test,No
26763,5.15831525366343,7,Online,21.03,Store B,No,Post-Test,Yes
26764,4.522111003263239,1,In-person,10.17,Store A,Yes,Post-Test,Yes
26765,2.9690353318674223,8,Phone,17.16,Store C,No,Post-Test,Yes
26766,9.348393269920608,5,In-person,87.78,Store A,No,Post-Test,No
26767,2.0739292682476225,9,Online,90.41,Store B,No,Post-Test,No
26768,5.700786456488401,3,Phone,66.2,Store A,Yes,Post-Test,No
26769,4.982384615698284,2,Online,86.05,Store B,No,Post-Test,No
26770,0.9709370771435138,3,Phone,92.41,Store C,Yes,Post-Test,Yes
26771,8.375468016041225,2,In-person,19.21,Store B,No,Post-Test,Yes
26772,4.305842968673992,5,In-person,25.98,Store B,Yes,Post-Test,No
26773,8.232958835998012,3,Online,56.67,Store A,No,Post-Test,Yes
26774,0.7910634017306808,8,In-person,20.11,Store C,No,Post-Test,No
26775,4.4452994275271465,3,Online,37.7,Store A,Yes,Post-Test,Yes
26776,7.017459223486368,9,In-person,33.18,Store B,No,Post-Test,Yes
26777,8.187427249973119,7,Online,75.84,Store C,No,Post-Test,No
26778,3.0462239209876296,2,In-person,30.99,Store B,Yes,Post-Test,No
26779,0.5300019410579349,6,Online,15.82,Store A,No,Post-Test,No
26780,5.004095376716065,7,In-person,91.03,Store A,No,Post-Test,Yes
26781,0.8680064427653287,7,Phone,21.12,Store B,No,Post-Test,No
26782,9.407982547007409,4,Phone,64.37,Store A,No,Post-Test,No
26783,2.4417776817264683,6,Phone,86.47,Store C,No,Post-Test,No
26784,6.929432150038348,7,In-person,76.76,Store A,No,Post-Test,Yes
26785,5.407840656695384,6,In-person,47.78,Store B,No,Post-Test,Yes
26786,6.172604480567123,3,Phone,70.28,Store C,No,Post-Test,Yes
26787,9.525184557766886,8,In-person,74.56,Store C,No,Post-Test,No
26788,8.261440181352924,6,Online,59.0,Store C,No,Post-Test,Yes
26789,6.238879893927873,5,Phone,95.35,Store A,Yes,Post-Test,Yes
26790,6.282244577427078,2,Online,94.28,Store B,No,Post-Test,No
26791,3.5215518614544177,2,In-person,75.39,Store C,No,Post-Test,No
26792,0.6391726659550739,1,Online,85.1,Store A,No,Post-Test,No
26793,2.5253912097560134,5,In-person,84.99,Store A,Yes,Post-Test,No
26794,3.6064641416823306,4,Phone,80.4,Store A,No,Post-Test,Yes
26795,3.6086809061944107,5,In-person,81.75,Store A,No,Post-Test,Yes
26796,4.532541006891971,6,Online,39.98,Store B,No,Post-Test,No
26797,2.6872076813414485,4,Online,47.06,Store C,Yes,Post-Test,Yes
26798,7.808061416004361,6,Online,49.95,Store A,No,Post-Test,Yes
26799,2.2953488786311764,3,Phone,61.0,Store B,Yes,Post-Test,No
26800,8.118974461550051,5,In-person,82.46,Store C,No,Post-Test,No
26801,5.834480095151872,5,Phone,72.89,Store C,Yes,Post-Test,Yes
26802,4.870004883325821,2,Phone,20.83,Store A,No,Post-Test,No
26803,3.6875828703534492,7,Online,26.17,Store C,No,Post-Test,Yes
26804,1.665705488740979,1,Phone,19.63,Store C,No,Post-Test,No
26805,8.145308953522107,5,In-person,21.33,Store B,No,Post-Test,No
26806,5.223516805808948,4,Phone,96.17,Store A,No,Post-Test,Yes
26807,2.488575534107338,4,Phone,14.46,Store B,No,Post-Test,No
26808,9.718197332860534,2,In-person,55.77,Store C,No,Post-Test,Yes
26809,2.152951006555736,2,Online,11.65,Store C,Yes,Post-Test,No
26810,3.974469182854222,6,Online,46.13,Store B,No,Post-Test,Yes
26811,3.392908262250936,5,Online,68.0,Store A,Yes,Post-Test,Yes
26812,2.167368909878344,6,Online,83.07,Store C,No,Post-Test,No
26813,6.126299627342354,7,Phone,68.98,Store B,No,Post-Test,Yes
26814,0.6520857552535273,7,Online,90.11,Store A,No,Post-Test,Yes
26815,8.37194479898474,1,Phone,32.91,Store A,No,Post-Test,No
26816,7.1733295374562225,9,In-person,54.84,Store A,No,Post-Test,No
26817,2.7893240180551304,8,In-person,49.98,Store C,No,Post-Test,No
26818,8.387274226296505,8,Online,41.26,Store A,No,Post-Test,Yes
26819,9.011431662291082,4,In-person,13.86,Store C,No,Post-Test,Yes
26820,7.466503388206401,1,Online,26.32,Store A,No,Post-Test,No
